time,in,out,camera_id,posture,alert
2025-09-15 23:48:44,0,0,store_front,Unknown,Inactivity
2025-09-15 23:48:44,0,0,store_front,Unknown,Inactivity
2025-09-15 23:48:44,0,0,store_front,Unknown,Inactivity
2025-09-15 23:48:45,0,0,store_front,Unknown,Inactivity
2025-09-15 23:48:45,0,0,store_front,Unknown,Inactivity
2025-09-15 23:48:45,0,0,store_front,Unknown,Inactivity
2025-09-15 23:48:45,0,0,store_front,Unknown,Inactivity
2025-09-15 23:48:46,0,0,store_front,Unknown,Inactivity
2025-09-15 23:48:46,0,0,store_front,Unknown,Inactivity
2025-09-15 23:48:46,0,0,store_front,Unknown,Inactivity
2025-09-15 23:48:46,0,0,store_front,Unknown,Inactivity
2025-09-15 23:48:47,0,0,store_front,Unknown,Inactivity
2025-09-15 23:48:47,0,0,store_front,Unknown,
2025-09-15 23:48:47,0,0,store_front,Unknown,
2025-09-15 23:48:47,0,0,store_front,Unknown,
2025-09-15 23:48:48,0,0,store_front,Unknown,
2025-09-15 23:48:48,0,0,store_front,Unknown,
2025-09-15 23:48:48,0,0,store_front,Unknown,
2025-09-15 23:48:49,0,0,store_front,Unknown,
2025-09-15 23:48:49,0,0,store_front,Unknown,
2025-09-15 23:48:49,0,0,store_front,Unknown,
2025-09-15 23:48:49,0,0,store_front,Unknown,
2025-09-15 23:48:50,0,0,store_front,Unknown,
2025-09-15 23:48:50,0,0,store_front,Unknown,
2025-09-15 23:48:50,0,0,store_front,Unknown,
2025-09-15 23:48:50,0,0,store_front,Unknown,
2025-09-15 23:48:51,0,0,store_front,Unknown,
2025-09-15 23:48:51,0,0,store_front,Unknown,Inactivity
2025-09-15 23:48:51,0,0,store_front,Unknown,Inactivity
2025-09-15 23:48:51,0,0,store_front,Unknown,Inactivity
2025-09-15 23:48:52,0,0,store_front,Unknown,Inactivity
2025-09-15 23:48:52,0,0,store_front,Unknown,Inactivity
2025-09-15 23:48:52,0,0,store_front,Unknown,Inactivity
